timestamp,level,cmdb_id,failure_type,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46
1651877333,pod,currencyservice-0,Kubernetes Container CPU Load,adservice2-0:0.5992205252737065,currencyservice2-0:0.561162840508701,productcatalogservice2-0:0.5359475033890164,cartservice-0:0.4944702714867171,checkoutservice2-0:0.4729841880956009,cartservice2-0:0.4717234280777251,checkoutservice-1:0.4716171405352319,shippingservice2-0:0.40468430709734454,recommendationservice2-0:0.3992113668250388,productcatalogservice-2:0.3865451514660158,emailservice2-0:0.3825503436453324,currencyservice-0:0.37010205436120036,checkoutservice-2:0.369996451543029,currencyservice-2:0.3577341747356176,cartservice-1:0.3532065398062265,cartservice-2:0.3520580456873928,adservice-0:0.34934367371402636,adservice-1:0.3478178906565334,checkoutservice-0:0.3428472371568412,emailservice-2:0.3345602000989465,adservice-2:0.3345344935705375,currencyservice-1:0.32395167535541514,paymentservice2-0:0.31670310538047447,productcatalogservice-1:0.316353112302798,productcatalogservice-0:0.30988859781336053,shippingservice-1:0.29700312724643807,shippingservice-0:0.295158020152027,frontend2-0:0.2913349305948364,shippingservice-2:0.2780991089990482,frontend-1:0.27469848374589295,paymentservice-2:0.2652759390428923,emailservice-0:0.2607311965808041,recommendationservice-2:0.2379780740263008,emailservice-1:0.22274561739730228,recommendationservice-1:0.22142361123462484,recommendationservice-0:0.19875646528154048,frontend-2:0.19731163225758572,paymentservice-0:0.19460342595590407,paymentservice-1:0.18204649213187482,frontend-0:0.1771328602286676,node-6:0.039807942121939464,node-4:0.03832515190944689,node-5:0.024965963349262363,node-3:0.021087902540990994,node-2:0.02018799147676342,node-1:0.016241163715659233
1651880837,service,productcatalogservice,Kubernetes Container Network Latency,productcatalogservice-2:0.9348659506122966,productcatalogservice-1:0.9246621439522332,productcatalogservice-0:0.8361145592353553,emailservice-2:0.8061173124178049,emailservice-1:0.7318151274907417,checkoutservice-1:0.7144922932429965,emailservice-0:0.7008398423385419,shippingservice-0:0.6600756373063811,paymentservice-2:0.6454707124228555,emailservice2-0:0.6245646189452618,checkoutservice-0:0.6205442068972059,currencyservice2-0:0.6192004062526172,checkoutservice-2:0.6167428946418204,cartservice-2:0.5887254678192134,cartservice2-0:0.5836468447202233,shippingservice2-0:0.5832437085419904,paymentservice-1:0.556352784626649,frontend-2:0.5521766749772491,recommendationservice2-0:0.5487539366347193,frontend-1:0.5419992552858298,recommendationservice-0:0.5390703225573462,paymentservice2-0:0.5377765578662002,recommendationservice-2:0.5375908449370924,adservice2-0:0.5368834794780251,productcatalogservice2-0:0.5291027143205965,frontend2-0:0.5078683621219535,checkoutservice2-0:0.49483105635587754,recommendationservice-1:0.4929297995672355,adservice-1:0.49240486088143237,adservice-2:0.4899773991657548,frontend-0:0.4697291747986529,currencyservice-2:0.45210973096556434,currencyservice-1:0.43457453137591795,adservice-0:0.4164280858666909,paymentservice-0:0.4146453544919118,shippingservice-1:0.4016804235624573,shippingservice-2:0.3735323838981277,cartservice-1:0.36265175110861003,cartservice-0:0.34630189536553163,currencyservice-0:0.3314161830668167,node-6:0.013692068299806584,node-5:0.009554463806685912,node-1:0.009315578503454663,node-4:0.007408062244995622,node-2:0.0039151604993300565,node-3:0.0019695570622182772
1651884469,pod,emailservice-1,Kubernetes Container Network Packet Loss,emailservice2-0:0.3633377139908647,shippingservice-2:0.31404200160042045,checkoutservice-0:0.31230330885536084,checkoutservice2-0:0.3078123599785722,emailservice-1:0.3064018213821105,productcatalogservice-0:0.3014925427857083,adservice2-0:0.29143640242495655,checkoutservice-2:0.28899474017599075,adservice-0:0.281471009830233,emailservice-0:0.2714033775842059,productcatalogservice2-0:0.2667831125757855,cartservice-2:0.26518039442661145,recommendationservice-2:0.2555143970113209,shippingservice-0:0.2540694271552161,adservice-1:0.2529368988702405,currencyservice-1:0.25076934122867317,recommendationservice-1:0.24207323188575205,emailservice-2:0.23437817700670083,cartservice2-0:0.233259268684868,productcatalogservice-2:0.2329807419449559,paymentservice2-0:0.2298919963073913,checkoutservice-1:0.2241819749309438,currencyservice-2:0.21946408447384835,shippingservice2-0:0.21426622009755136,shippingservice-1:0.21237315459521236,paymentservice-1:0.21063721450120634,cartservice-0:0.21030078119823606,currencyservice2-0:0.20596087346974987,productcatalogservice-1:0.20543430872271493,recommendationservice2-0:0.19628176819092158,frontend-1:0.18306501095686947,frontend-0:0.18101987098486183,paymentservice-2:0.17227042776519338,adservice-2:0.17049983280544298,recommendationservice-0:0.13894311710445176,cartservice-1:0.1380728165121527,paymentservice-0:0.11978628657852623,frontend-2:0.11667927424151801,frontend2-0:0.11040588725957122,currencyservice-0:0.10113359117336805,node-3:0.031266424875037585,node-2:0.02990753609094358,node-5:0.019339283061400588,node-6:0.013687713258932414,node-4:0.01358894759646818,node-1:0.012338594446387649
1651885258,node,node-6,Node Disk Space Consumption,node-6:0.3408028796698877,node-5:0.3180854906662956,node-4:0.2942188389420307,node-3:0.28828075846465684,paymentservice2-0:0.2786524032185013,node-2:0.2540253641093358,frontend2-0:0.2534528303547172,node-1:0.2498186445023065,shippingservice2-0:0.24410762354234614,emailservice-2:0.23681776044424463,checkoutservice2-0:0.23404141278065224,frontend-2:0.18992290589204078,checkoutservice-2:0.18511195284269175,checkoutservice-1:0.17569813450139068,shippingservice-0:0.15880890706818396,frontend-0:0.15206636821641975,frontend-1:0.13282953592563923,currencyservice-0:0.13260963845345883,cartservice-0:0.12850220868281084,shippingservice-2:0.12676321643840813,emailservice2-0:0.12637563296795817,shippingservice-1:0.11996790142620123,productcatalogservice-2:0.11556907422748859,adservice-0:0.11351016134896136,adservice-1:0.10792216803316773,checkoutservice-0:0.1078208270871462,currencyservice-1:0.10600889496668751,currencyservice2-0:0.09846288789192038,cartservice-1:0.09640983424104542,productcatalogservice-1:0.09510240845331874,currencyservice-2:0.08776959340967584,adservice2-0:0.08722714174505168,productcatalogservice2-0:0.08630622145307792,emailservice-1:0.08363298551048427,adservice-2:0.07901096540475207,paymentservice-0:0.07010076302792782,recommendationservice2-0:0.06877917117042708,productcatalogservice-0:0.06767471987244016,cartservice2-0:0.06563576433800912,recommendationservice-0:0.06353052000317459,paymentservice-2:0.06207934908713514,cartservice-2:0.06159396313220597,paymentservice-1:0.056245908939864586,recommendationservice-2:0.05244827675557037,recommendationservice-1:0.05041410173186491,emailservice-0:0.03834641094775044
1651885771,service,cartservice,Kubernetes Container Network Latency,frontend2-0:0.5768514018144849,frontend-2:0.5664340797463335,frontend-1:0.5434368863819828,checkoutservice-1:0.5290831813709393,frontend-0:0.5276583161797014,cartservice-2:0.5255467357621798,cartservice-0:0.5250208587223769,cartservice-1:0.5172535750042785,emailservice-1:0.5129685861085765,cartservice2-0:0.4902898857276287,shippingservice-1:0.43631996815721524,checkoutservice-0:0.4335799154361794,productcatalogservice2-0:0.4138269531870334,checkoutservice-2:0.4072712793757954,productcatalogservice-1:0.38404214003577497,emailservice2-0:0.3582831670873679,productcatalogservice-0:0.35739530270465547,productcatalogservice-2:0.35597398858586304,shippingservice2-0:0.3444875558383329,currencyservice-2:0.3056684900260649,currencyservice-1:0.2926198325150014,paymentservice2-0:0.29141969845663107,shippingservice-2:0.27603771934816557,shippingservice-0:0.27032318463670396,emailservice-2:0.2667758183310676,checkoutservice2-0:0.2635442123610324,adservice2-0:0.2569587942628809,paymentservice-2:0.24751152191091688,currencyservice-0:0.2192794755504344,adservice-2:0.19255013727582324,adservice-0:0.18030323990716238,adservice-1:0.1781065001168611,currencyservice2-0:0.16641015626504171,recommendationservice-1:0.16132599633841005,recommendationservice-0:0.16089584358298786,recommendationservice-2:0.1585531379899561,paymentservice-0:0.1551825625648465,emailservice-0:0.1474337886827361,recommendationservice2-0:0.1408825315135584,paymentservice-1:0.12976937888716647,node-2:0.11465086819220904,node-6:0.11355279757520649,node-4:0.08504898017107286,node-3:0.06133755431728275,node-5:0.029316454461867498,node-1:0.022928167104095162
1651889566,service,recommendationservice,Kubernetes Container Memory Load,recommendationservice-1:0.5747565645661071,recommendationservice-2:0.4877443969407412,recommendationservice2-0:0.48492998270739424,recommendationservice-0:0.4763782411782889,productcatalogservice-1:0.3864014122250681,productcatalogservice-0:0.372622048270782,frontend2-0:0.3683095910895093,adservice-2:0.36733469346025766,productcatalogservice2-0:0.3529789812241122,currencyservice2-0:0.3491297122800295,paymentservice2-0:0.34717033217800225,checkoutservice-0:0.3442500613499093,currencyservice-0:0.3346175197092418,adservice2-0:0.33412277568914434,checkoutservice-1:0.32930190710008383,shippingservice-0:0.32702819335243766,productcatalogservice-2:0.30899952651500273,frontend-1:0.30753806452125304,frontend-2:0.3053472584296521,shippingservice2-0:0.3050306498465495,cartservice-0:0.2932861530614222,frontend-0:0.2918412405391391,cartservice2-0:0.2864368699845597,currencyservice-1:0.27980108297438677,cartservice-2:0.2762815169070414,adservice-0:0.26557838959621355,shippingservice-2:0.22958092895892337,shippingservice-1:0.22913453669242326,currencyservice-2:0.22776620391774768,cartservice-1:0.1939479506442953,checkoutservice-2:0.1832675000798809,emailservice-2:0.1749649806625488,emailservice-0:0.13624551173899102,emailservice2-0:0.13116652530037431,adservice-1:0.1261719446741997,checkoutservice2-0:0.12339596616798493,paymentservice-0:0.11332493373862558,paymentservice-2:0.09427132886005168,paymentservice-1:0.07706054719798368,node-6:0.05776048916402776,node-1:0.05557119430744268,node-4:0.054431998883021034,node-2:0.04830982773813939,emailservice-1:0.04647817525848192,node-5:0.026551001453200995,node-3:0.015398602732281441
1651891523,service,recommendationservice,Kubernetes Container Write I/O Load,recommendationservice-1:0.7605796859868704,recommendationservice-2:0.7411534180444114,recommendationservice-0:0.7291902290645264,recommendationservice2-0:0.683181075169521,currencyservice-0:0.4990035524900376,frontend-2:0.4316918641892528,currencyservice2-0:0.4156280632547953,shippingservice-1:0.4106337910095356,currencyservice-2:0.39297666316526575,productcatalogservice2-0:0.3628528681537393,emailservice-1:0.3540574827137735,shippingservice-0:0.3492369931172237,adservice-0:0.3486035775057412,checkoutservice-2:0.34643692272866494,adservice-2:0.3355600441308199,productcatalogservice-2:0.33339309760289076,emailservice-0:0.3063055598854662,frontend2-0:0.30601917096862125,productcatalogservice-1:0.30532116101039847,emailservice-2:0.2931928862659456,frontend-1:0.27641428102871307,productcatalogservice-0:0.267762374742964,checkoutservice-1:0.26466884354039033,shippingservice-2:0.26403087636364664,checkoutservice2-0:0.2610282283982906,emailservice2-0:0.25590555792179553,paymentservice-2:0.25182586618202424,frontend-0:0.24307258618279473,paymentservice-1:0.2417751355297444,adservice-1:0.23285201165080663,cartservice-1:0.23098186752125682,paymentservice-0:0.22580503733531174,shippingservice2-0:0.2228037311730201,checkoutservice-0:0.22184591228767536,cartservice-0:0.22026614955518917,node-5:0.1893145691067264,currencyservice-1:0.18845897889291294,paymentservice2-0:0.18309056951128444,cartservice-2:0.14621354800480998,cartservice2-0:0.13876128990670195,adservice2-0:0.12319852944095139,node-2:0.09525691340370594,node-3:0.08547623089387385,node-4:0.07526430884281103,node-1:0.07259851239689567,node-6:0.024815975582793137
1651891895,node,node-4,Node CPU Spiking,checkoutservice-2:0.39514962865069053,frontend-1:0.36951104701821325,productcatalogservice2-0:0.35081532888461053,checkoutservice-1:0.33405834885742686,paymentservice2-0:0.31759073823350725,currencyservice-1:0.29566121383748195,frontend-0:0.2943410780645433,shippingservice-2:0.28922918317449864,frontend-2:0.2771601260775122,currencyservice-0:0.27374768424528584,productcatalogservice-1:0.2684657089941724,emailservice-1:0.2618863165539236,recommendationservice-2:0.2618359396330814,recommendationservice-1:0.2613161435900787,shippingservice-0:0.2577069744260341,currencyservice-2:0.2559804943664277,recommendationservice2-0:0.25480997900616104,cartservice-2:0.25447366172193964,productcatalogservice-2:0.251473989501554,adservice-0:0.2510499038106763,cartservice-0:0.24991937948746287,recommendationservice-0:0.24922857183622538,checkoutservice2-0:0.24203603133155305,shippingservice-1:0.24114977937973084,adservice-1:0.2377428825845096,cartservice-1:0.23575488612075401,emailservice2-0:0.2352395049002617,checkoutservice-0:0.22951196324450174,currencyservice2-0:0.22529228176705277,shippingservice2-0:0.21566201838448326,cartservice2-0:0.21293002889735899,paymentservice-1:0.21010609899728525,emailservice-0:0.207753761073883,node-4:0.20647333225246323,adservice-2:0.1996016705062468,frontend2-0:0.19874834996351753,node-1:0.19150032779293802,productcatalogservice-0:0.18710642495939056,node-2:0.17532587728080604,emailservice-2:0.17527677909156283,paymentservice-2:0.1736728466425419,node-5:0.15525308512316047,paymentservice-0:0.15503904767884016,adservice2-0:0.14035492465214425,node-3:0.1276833758843984,node-6:0.10476345519729156
1651896807,node,node-6,Node Disk Read I/O Consumption,node-6:0.5360510985976704,node-4:0.40858386761238713,node-3:0.29570740055365785,node-2:0.28752611846805115,node-5:0.20003126121109113,node-1:0.17180624320599677,adservice2-0:0.13187831783215997,adservice-1:0.11554627091184634,adservice-0:0.11381934729238913,frontend2-0:0.10922589781534542,frontend-2:0.09925512661551135,frontend-1:0.09341985332169395,adservice-2:0.09106925523448374,recommendationservice-2:0.08468603375725864,checkoutservice-1:0.08360518757976544,productcatalogservice-0:0.08274729851496236,frontend-0:0.08149659013402623,cartservice-2:0.07875159864338048,shippingservice-2:0.07707317592006753,checkoutservice-0:0.07269745692051545,paymentservice-2:0.07158988630810405,cartservice2-0:0.06727409813472042,productcatalogservice-1:0.0644694443047954,emailservice2-0:0.06428729540210333,shippingservice-0:0.0600289844929467,emailservice-2:0.05824079992433934,productcatalogservice-2:0.05689864116551749,emailservice-1:0.05508186675454691,currencyservice-2:0.054628431394356046,paymentservice-1:0.053967748571738444,shippingservice-1:0.050989501909189196,emailservice-0:0.050735131323913475,paymentservice-0:0.04998587749857547,productcatalogservice2-0:0.04979207679950426,checkoutservice-2:0.04904758259544904,cartservice-0:0.0488006375935873,currencyservice-1:0.0480532082802104,recommendationservice2-0:0.04747309303202402,recommendationservice-0:0.046447026116986784,shippingservice2-0:0.04637557505475206,currencyservice-0:0.045808203423145365,recommendationservice-1:0.04524285832580118,checkoutservice2-0:0.04190734023454625,cartservice-1:0.0403621862906953,paymentservice2-0:0.03055442400656552,currencyservice2-0:0.029794737250521893
1651897275,service,currencyservice,Kubernetes Container Memory Load,currencyservice-0:0.6712453452770166,currencyservice-1:0.6546525667422955,currencyservice-2:0.6508069721267993,currencyservice2-0:0.5975502718520391,paymentservice-1:0.3942150036993446,adservice-1:0.3705857523671409,cartservice-0:0.3658974802390613,cartservice2-0:0.361489069560827,paymentservice-2:0.35683433472698206,checkoutservice-0:0.35185288681637594,frontend-1:0.3469209542646583,cartservice-2:0.34478087056092394,frontend2-0:0.30735422867594014,frontend-0:0.29895060500890874,cartservice-1:0.28491838525956525,paymentservice-0:0.2848500212464598,adservice-2:0.28475394779017166,checkoutservice2-0:0.28112317746743093,shippingservice2-0:0.27436785883395004,checkoutservice-2:0.272498616587553,adservice2-0:0.27130422005793836,checkoutservice-1:0.26512704718828833,frontend-2:0.2523313267144715,emailservice-2:0.24299318366071687,adservice-0:0.2352896967254944,shippingservice-0:0.235088041339741,shippingservice-1:0.22050260074172043,shippingservice-2:0.18821419023194264,productcatalogservice2-0:0.18471552374748726,recommendationservice2-0:0.1814909549787369,paymentservice2-0:0.17303754025541784,emailservice-1:0.15457750335331458,productcatalogservice-2:0.12543934018799438,productcatalogservice-0:0.12535837715514603,emailservice2-0:0.12462346717777599,emailservice-0:0.12393166875784178,productcatalogservice-1:0.11465348060662389,recommendationservice-0:0.10211383222388613,recommendationservice-1:0.09900786991007504,recommendationservice-2:0.08719089727597223,node-5:0.037648744516096615,node-3:0.017888595325478037,node-6:0.0031516232281356966,node-4:0.0028388949213908475,node-1:0.0004707104540179183,node-2:0.0001101100974174424
1651899367,pod,recommendationservice-1,Kubernetes Container CPU Load,recommendationservice-1:0.5243681739983374,checkoutservice-2:0.5075972048472179,frontend-0:0.5061789278161001,checkoutservice2-0:0.487135370346581,emailservice2-0:0.4476823532568539,frontend-2:0.4455654788227117,frontend-1:0.4365688938155725,checkoutservice-1:0.432337406291958,frontend2-0:0.38161482522350676,checkoutservice-0:0.37606843964384334,adservice-2:0.367475943858417,emailservice-1:0.3635915840848149,currencyservice-2:0.3237084100226415,paymentservice-1:0.3194506898314385,productcatalogservice-1:0.31595077058435783,cartservice-0:0.31439181973145336,shippingservice2-0:0.3084115330014368,cartservice2-0:0.3079760661384519,emailservice-2:0.3027924418485463,shippingservice-0:0.28689438734382444,cartservice-1:0.280276272063525,paymentservice2-0:0.2730172132766264,currencyservice-1:0.27290678830186726,shippingservice-2:0.2687933363436222,productcatalogservice-2:0.26658124342706285,adservice-0:0.26194720882481853,shippingservice-1:0.25020418112958104,adservice-1:0.2465794112813373,adservice2-0:0.24298188970404286,emailservice-0:0.2419611460464786,paymentservice-0:0.2233868487196271,currencyservice-0:0.20885132645610774,paymentservice-2:0.19230320742028414,recommendationservice-0:0.1841405779283566,productcatalogservice-0:0.18120009710855756,cartservice-2:0.17106810418670162,productcatalogservice2-0:0.16909887178991848,recommendationservice2-0:0.14977909705907844,recommendationservice-2:0.1385014419276702,currencyservice2-0:0.13250248392623834,node-2:0.12467504132562468,node-5:0.11394800112341569,node-3:0.10907203062288344,node-1:0.0954291773113941,node-6:0.07969549432457008,node-4:0.05108659708455609
1651900839,node,node-5,Node Memory Consumption,node-3:0.3605386853265861,node-5:0.24480574449934553,node-4:0.2212844917707716,productcatalogservice2-0:0.16550536659309564,adservice-0:0.1625475154241717,checkoutservice-2:0.16149085567261587,frontend-2:0.1498855774021492,shippingservice2-0:0.1486952002498552,shippingservice-0:0.14558275339890345,recommendationservice-1:0.14013386329386615,frontend-1:0.13693653359645555,emailservice-0:0.12533892981506234,productcatalogservice-0:0.12060586017351928,adservice-2:0.115627732268755,node-2:0.10892148819481688,frontend-0:0.10840639928885155,recommendationservice-2:0.1081758254130582,currencyservice2-0:0.09969454932934302,productcatalogservice-2:0.094641683397499,checkoutservice2-0:0.08795306276154859,productcatalogservice-1:0.0845378289948871,node-6:0.07805072251397203,emailservice2-0:0.07745828595658331,node-1:0.07547634723437223,currencyservice-2:0.07290731701620758,currencyservice-1:0.06977056927723511,recommendationservice-0:0.06794573669908141,currencyservice-0:0.06697802787909916,cartservice-1:0.05965656435176613,shippingservice-1:0.058879342035371734,cartservice-0:0.05855912110986644,recommendationservice2-0:0.05810197654379512,frontend2-0:0.05670615818379038,checkoutservice-1:0.056589740599523854,cartservice-2:0.05580826186004137,emailservice-2:0.05575935829865262,paymentservice-1:0.05366338398456685,paymentservice-0:0.051287625427569684,paymentservice2-0:0.050257494369235524,shippingservice-2:0.05023793972566861,checkoutservice-0:0.048290977065641734,paymentservice-2:0.04689366977815083,adservice-1:0.044958260167695184,adservice2-0:0.04353235574394185,cartservice2-0:0.043525704143478505,emailservice-1:0.04159291042929945
1651904204,node,node-3,Node CPU Spiking,node-3:0.45041402206989245,node-5:0.27801005337253176,checkoutservice-1:0.2740414077743423,checkoutservice-0:0.2666053965445646,checkoutservice-2:0.2649025089838713,checkoutservice2-0:0.25055775627063204,cartservice-2:0.24319564487911294,shippingservice-1:0.23091953572063748,shippingservice-2:0.225435699456662,frontend2-0:0.21379919209232756,adservice2-0:0.20755609266666986,node-4:0.2033246603724308,currencyservice-2:0.20072360598771835,frontend-2:0.19876772990058075,emailservice2-0:0.19622616366246667,paymentservice-2:0.18638130531521777,cartservice2-0:0.18405618800624177,adservice-2:0.1822543886824951,shippingservice-0:0.18091380176755387,adservice-0:0.17762573046177507,recommendationservice-2:0.17563849667294065,node-2:0.17276174245594667,cartservice-0:0.1624125519197603,frontend-0:0.15927771088755635,adservice-1:0.15552477573961845,frontend-1:0.15236507377893624,paymentservice2-0:0.14754327801608985,emailservice-0:0.1468099764237292,emailservice-2:0.14337055366997908,emailservice-1:0.14116282797956556,cartservice-1:0.13803897097648674,shippingservice2-0:0.13716234196478594,currencyservice-1:0.13617634335173148,recommendationservice2-0:0.13487554972605914,paymentservice-0:0.13385696210240852,node-1:0.1331624134767466,paymentservice-1:0.12181496672235241,productcatalogservice-2:0.12151479732748738,productcatalogservice-1:0.1178729845968491,node-6:0.11154750195138685,currencyservice-0:0.1028508577714406,recommendationservice-1:0.09806980310591683,productcatalogservice-0:0.09763034096031864,recommendationservice-0:0.09656969883769305,currencyservice2-0:0.09458900941663038,productcatalogservice2-0:0.09260605015298973
1651904895,service,productcatalogservice,Kubernetes Container Process Termination,productcatalogservice-1:0.5184358681693656,productcatalogservice-2:0.5014288213171353,productcatalogservice-0:0.49914860759304164,productcatalogservice2-0:0.46879925616275636,checkoutservice-1:0.4413183291340996,checkoutservice-0:0.40366474346870285,adservice2-0:0.34533492046027686,checkoutservice2-0:0.34506136326750175,frontend2-0:0.3397951745680961,frontend-0:0.3340665494075741,frontend-1:0.2968330480376205,adservice-2:0.29114181925518906,frontend-2:0.29018119659831415,cartservice2-0:0.2878119105718459,cartservice-2:0.2870889154910929,checkoutservice-2:0.28362585238510923,cartservice-0:0.2796931509708329,adservice-1:0.27038834599558975,shippingservice-2:0.24673664299983525,shippingservice-0:0.23978293396631653,emailservice2-0:0.2276834075631852,shippingservice-1:0.2252843721489507,shippingservice2-0:0.1977423615834841,emailservice-0:0.19179139185778651,paymentservice-2:0.1863061474019767,paymentservice2-0:0.18458043479397349,paymentservice-0:0.1794475710055425,adservice-0:0.17056565627303755,cartservice-1:0.16350512881872048,paymentservice-1:0.1613733414380799,recommendationservice2-0:0.15751343630712122,emailservice-2:0.14267556940411788,emailservice-1:0.129907849932683,currencyservice-0:0.10272548092384837,recommendationservice-2:0.09101911993535661,recommendationservice-0:0.08935589960304487,currencyservice-2:0.08712238679825722,currencyservice2-0:0.08567661948783678,currencyservice-1:0.08205315701826799,recommendationservice-1:0.0678054179122331,node-3:0.03143092108306301,node-2:0.0220515197790165,node-5:0.01971254045601945,node-6:0.010751161501123851,node-1:0.007477454199599616,node-4:0.004276560982791237
1651906320,service,recommendationservice,Kubernetes Container Read I/O Load,recommendationservice-2:0.6774666073029645,recommendationservice-0:0.6699939021047181,recommendationservice2-0:0.6358239726677581,recommendationservice-1:0.6182771091295696,frontend-1:0.4977355057160057,checkoutservice-0:0.43251555296539845,checkoutservice-2:0.42899140728963625,productcatalogservice2-0:0.40745217715342286,shippingservice-1:0.4040333889695824,checkoutservice2-0:0.39981871088991544,productcatalogservice-2:0.3949360832147643,checkoutservice-1:0.3832471180686889,cartservice-1:0.38021409041252385,cartservice-0:0.36803004830224123,adservice2-0:0.3640732740952065,emailservice-2:0.358936942442171,frontend-2:0.34724342002195824,productcatalogservice-0:0.3431634159535947,cartservice-2:0.34285812551273365,frontend-0:0.33345667612608904,adservice-0:0.32840185267697247,frontend2-0:0.3244376939553682,currencyservice-0:0.31603342664506673,shippingservice-0:0.3091200965048394,node-5:0.3072070070777153,cartservice2-0:0.3043671351267852,currencyservice-2:0.30026495799081354,paymentservice-0:0.29899472225382345,currencyservice-1:0.2982679616551881,productcatalogservice-1:0.2946117830078185,adservice-1:0.2894210218949344,emailservice2-0:0.2892448484019706,emailservice-1:0.2843336273667555,paymentservice-1:0.2827138082994804,shippingservice2-0:0.2797427124940461,adservice-2:0.2724426366423578,shippingservice-2:0.2698927441510593,emailservice-0:0.23677701657778175,currencyservice2-0:0.22786905213381697,paymentservice-2:0.22408015340718596,paymentservice2-0:0.1560205266588935,node-4:0.1087369163792774,node-3:0.04540844024252521,node-2:0.036809830233274096,node-6:0.024104893085391307,node-1:0.018781597019386444
1651908253,service,adservice,Kubernetes Container Memory Load,adservice-1:0.7824854064829444,adservice-2:0.7820400830985909,adservice2-0:0.762325697757741,adservice-0:0.7227297025739562,recommendationservice2-0:0.4895801297236524,productcatalogservice-2:0.4657270546937915,cartservice-2:0.4372343960893194,productcatalogservice2-0:0.4369583945510689,currencyservice-2:0.4227378358931278,emailservice-2:0.3781045279908717,currencyservice-1:0.3633640983564111,cartservice-0:0.3600584809307416,productcatalogservice-0:0.3530558932993406,currencyservice-0:0.35122128087126187,checkoutservice2-0:0.345747425934851,checkoutservice-1:0.3406756449045263,cartservice-1:0.33418518592442537,recommendationservice-2:0.32528819745782594,frontend2-0:0.3227217631873371,frontend-2:0.3225386880445344,checkoutservice-2:0.3104236328035679,paymentservice-0:0.30884259303537637,paymentservice-1:0.30349870624703695,productcatalogservice-1:0.29656820096301056,frontend-0:0.27391103746829265,frontend-1:0.26645582792742306,checkoutservice-0:0.26395123282304495,currencyservice2-0:0.25108689222778996,recommendationservice-0:0.25073070515399215,shippingservice2-0:0.24020955966223576,recommendationservice-1:0.23589884432212313,shippingservice-0:0.23068786056112886,shippingservice-1:0.22955615827030565,paymentservice-2:0.2080742788957279,shippingservice-2:0.1455954342223348,emailservice2-0:0.09376965805474369,paymentservice2-0:0.09108989930842121,emailservice-1:0.08047735961274423,emailservice-0:0.07080183237173812,cartservice2-0:0.05431879538271747,node-1:0.03420228352431954,node-4:0.020647021954546773,node-6:0.011859409692816883,node-3:0.009351020483018868,node-2:0.008887179055083377,node-5:0.0050144611469990046
1651909424,service,adservice,Kubernetes Container Read I/O Load,adservice-2:0.6079433094534648,adservice-0:0.5685692636927394,adservice-1:0.5250062966762852,adservice2-0:0.47950217007561863,cartservice-0:0.44523157239148964,checkoutservice-0:0.43229714677477693,paymentservice2-0:0.4021808783251242,currencyservice2-0:0.3883208117544878,checkoutservice-2:0.38109938614506994,productcatalogservice2-0:0.38051164979834534,shippingservice2-0:0.37716453525049726,emailservice-1:0.3753656697705467,paymentservice-0:0.37354029187248566,shippingservice-0:0.36758169097478416,checkoutservice2-0:0.3565076250094565,frontend-2:0.3508974609933595,paymentservice-1:0.342835683971564,recommendationservice2-0:0.3336481813484598,emailservice-2:0.3327191656944832,cartservice-1:0.32636229432295194,frontend-0:0.3151203897697581,emailservice-0:0.31418032535983403,emailservice2-0:0.30915051703571234,currencyservice-2:0.3060706547846731,shippingservice-2:0.3010172457098156,checkoutservice-1:0.3009532421183652,productcatalogservice-2:0.2979263309564754,recommendationservice-0:0.29112998679269503,recommendationservice-2:0.2904370122483046,frontend-1:0.2794032204726146,currencyservice-0:0.2789684152620744,cartservice-2:0.276706280696343,shippingservice-1:0.269833501853931,recommendationservice-1:0.2524777654530583,paymentservice-2:0.2507284729014894,frontend2-0:0.24922292673504956,productcatalogservice-1:0.23778048548607097,currencyservice-1:0.23625665466241416,node-5:0.2207861570821794,cartservice2-0:0.21817820445919636,productcatalogservice-0:0.186698013425872,node-3:0.17784373285796898,node-1:0.07820968448640211,node-4:0.06446752946158793,node-2:0.058762617949152184,node-6:0.057894401661765925
